chair 0 105 318 529 0.892309 0.090513 chair
table 41 54 631 524 0.96706 0.020301 table
table 316 150 663 398 0.877057 0.065702 BG
table 110 0 401 161 0.653713 0.207140 lamp
picture 416 2 432 43 0.290151 0.263432 BG
picture 385 2 409 32 0.227509 0.460391 BG
picture 589 2 680 74 0.217863 0.473385 BG
picture 21 1 65 18 0.1959 0.492864 BG
picture 528 1 580 18 0.171429 0.360108 BG
picture 385 3 389 12 0.142868 0.566314 BG
picture 464 3 471 15 0.138865 0.568704 BG
picture 384 4 386 6 0.136903 0.679081 BG
picture 576 1 588 9 0.129626 0.406512 BG
picture 1 0 23 34 0.104284 0.567801 BG
pillow 479 157 484 161 0.180825 0.680597 BG
pillow 438 69 458 139 0.107825 0.772633 BG
tv 576 1 588 9 0.247024 0.406512 BG
tv 526 1 579 18 0.192322 0.360108 BG
tv 0 1 22 34 0.150411 0.567801 BG
tv 20 1 63 18 0.112936 0.492864 BG
paper 16 95 22 112 0.209784 0.332445 BG
paper 23 83 35 95 0.204499 0.125500 BG
paper 3 482 128 530 0.191248 0.364950 BG
paper 175 495 197 510 0.168719 0.551065 BG
paper 2 94 29 113 0.140241 0.347573 BG
paper 417 0 454 50 0.137951 0.336071 BG
paper 669 206 676 209 0.133635 0.442290 BG
paper 668 211 680 224 0.132327 0.408612 BG
paper 464 3 471 15 0.121346 0.568704 BG
paper 2 77 47 97 0.108341 0.556528 BG
paper 161 435 174 447 0.102455 0.771693 BG
paper 161 74 174 82 0.101913 0.578651 BG
box 309 378 320 390 0.784093 0.212921 BG
box 309 389 319 398 0.737346 0.241068 BG
box 282 393 309 422 0.588892 0.328564 BG
box 302 392 309 398 0.546256 0.412439 BG
box 309 386 311 389 0.51201 0.486271 BG
box 303 395 324 431 0.412898 0.518754 BG
box 449 95 463 127 0.31259 0.538503 BG
box 438 93 454 127 0.281192 0.613773 BG
box 293 362 322 384 0.251489 0.747207 BG
box 471 102 478 116 0.20073 0.616362 BG
box 284 523 292 530 0.194829 0.425580 BG
box 274 350 323 399 0.162527 0.832344 BG
box 175 494 199 510 0.120401 0.551065 BG
box 441 68 458 96 0.115793 0.623816 BG
box 2 479 131 530 0.11087 0.364950 BG
box 16 146 32 153 0.107087 0.760115 BG
box 390 382 437 395 0.104333 0.766161 BG
lamp 186 0 378 140 0.124883 0.697355 lamp
