chair 272 81 380 230 0.951047 0.048861 chair
sofa 340 303 420 356 0.140615 0.141210 BG
sofa 395 174 586 438 0.137101 0.674137 BG
picture 106 379 150 389 0.128631 0.598848 BG
picture 148 385 152 390 0.105436 0.462907 BG
counter 270 279 320 370 0.211773 0.379053 BG
counter 289 303 312 335 0.146143 0.356982 BG
counter 303 300 320 320 0.128246 0.555584 BG
counter 258 297 268 303 0.128114 0.533776 BG
counter 270 289 289 321 0.114578 0.593255 BG
paper 193 401 277 440 0.205951 0.531673 BG
paper 384 336 399 354 0.194325 0.158231 BG
paper 10 288 13 291 0.183775 0.577377 BG
paper 543 335 576 354 0.183054 0.050805 BG
paper 195 351 207 356 0.179165 0.234579 BG
paper 279 336 283 340 0.177071 0.233823 BG
paper 544 400 559 430 0.170693 0.225932 BG
paper 512 305 526 312 0.165559 0.209730 BG
paper 524 364 559 440 0.161083 0.210278 BG
paper 530 286 564 303 0.159122 0.145650 BG
paper 191 366 271 420 0.154249 0.527733 BG
paper 414 322 418 332 0.153376 0.259108 BG
paper 521 352 523 353 0.15203 0.401078 BG
paper 380 352 383 364 0.150713 0.199308 BG
paper 174 304 192 323 0.145492 0.311912 BG
paper 159 372 207 433 0.141099 0.464814 BG
paper 205 400 223 415 0.140628 0.475953 BG
paper 521 304 590 440 0.137844 0.363323 BG
paper 350 401 443 440 0.13555 0.381570 BG
paper 192 271 208 304 0.132605 0.309378 BG
paper 297 320 311 335 0.131437 0.302911 BG
paper 336 319 367 351 0.129574 0.206777 BG
paper 312 321 317 335 0.127243 0.393621 BG
paper 522 417 528 435 0.116061 0.331789 BG
paper 462 384 496 440 0.11583 0.344572 BG
paper 9 288 20 297 0.11437 0.605611 BG
paper 0 290 6 299 0.114289 0.641870 BG
paper 479 352 528 440 0.113985 0.495593 BG
paper 480 414 528 440 0.11379 0.312670 BG
paper 339 304 353 323 0.112799 0.276256 BG
paper 464 305 544 382 0.111597 0.422382 BG
paper 415 324 482 432 0.111098 0.601915 BG
paper 256 432 271 440 0.110817 0.308322 BG
paper 560 432 577 440 0.107069 0.185490 BG
paper 382 368 399 384 0.105755 0.267150 BG
paper 191 331 246 384 0.102725 0.302632 BG
paper 208 288 222 303 0.100763 0.351382 BG
towel 10 288 20 296 0.102322 0.605611 BG
box 27 375 47 388 0.254213 0.611051 BG
box 3 376 146 440 0.189903 0.090112 cabinet
box 29 376 33 378 0.184378 0.777927 BG
box 2 288 73 386 0.138457 0.631068 BG
box 141 423 149 431 0.126144 0.596141 BG
box 255 431 270 440 0.12424 0.308322 BG
box 28 316 52 377 0.122641 0.824054 BG
box 28 362 41 377 0.117785 0.863741 BG
box 126 412 147 440 0.115984 0.589495 BG
box 544 398 559 430 0.112198 0.225932 BG
box 521 416 527 435 0.109796 0.331789 BG
box 174 431 184 440 0.109528 0.323573 BG
box 479 413 527 440 0.106652 0.312670 BG
box 185 431 207 440 0.102856 0.328909 BG
box 543 335 577 353 0.100116 0.050805 BG
whiteboard 451 0 590 62 0.994596 0.004162 whiteboard
bag 275 386 351 440 0.130362 0.540252 BG
garbage_bin 137 365 207 439 0.277078 0.264567 BG
garbage_bin 140 417 143 421 0.252249 0.729718 BG
garbage_bin 138 400 160 432 0.244106 0.655116 BG
garbage_bin 6 371 147 439 0.200296 0.156383 cabinet
garbage_bin 366 383 387 400 0.196951 0.583582 BG
garbage_bin 160 329 173 337 0.181121 0.376361 BG
garbage_bin 153 398 175 417 0.171922 0.731816 BG
garbage_bin 382 368 399 384 0.166865 0.267150 BG
garbage_bin 145 400 149 405 0.149681 0.803347 BG
garbage_bin 126 413 147 440 0.146306 0.589495 BG
garbage_bin 186 361 272 421 0.142888 0.527733 BG
garbage_bin 542 335 577 354 0.135886 0.050805 BG
garbage_bin 205 399 223 415 0.129395 0.475953 BG
garbage_bin 146 368 178 399 0.126847 0.669902 BG
garbage_bin 192 329 246 385 0.124405 0.302632 BG
garbage_bin 531 285 564 304 0.122275 0.145650 BG
garbage_bin 346 399 441 440 0.121966 0.381570 BG
garbage_bin 523 362 559 440 0.120104 0.210278 BG
garbage_bin 152 400 156 412 0.114958 0.857990 BG
garbage_bin 330 314 445 423 0.112752 0.750988 BG
garbage_bin 141 423 149 431 0.112416 0.596141 BG
garbage_bin 197 384 206 400 0.110567 0.494377 BG
garbage_bin 384 335 399 369 0.109951 0.159348 BG
garbage_bin 193 381 197 383 0.108639 0.455599 BG
garbage_bin 380 351 383 364 0.106903 0.199308 BG
garbage_bin 195 350 207 356 0.106149 0.234579 BG
garbage_bin 200 384 202 393 0.10541 0.366632 BG
garbage_bin 543 399 559 431 0.101507 0.225932 BG
garbage_bin 337 318 367 352 0.100674 0.206777 BG
