bed 34 163 687 520 0.998223 0.001374 bed
chair 705 192 729 264 0.250234 0.422770 BG
chair 228 172 244 222 0.141358 0.855173 BG
table 0 328 308 529 0.112742 0.821053 floor
door 500 8 585 265 0.168405 0.645291 BG
picture 245 1 362 111 0.996611 0.003376 painting&&picture
picture 575 65 703 170 0.957085 0.025647 BG
picture 355 0 469 56 0.949352 0.050349 painting&&picture
picture 320 5 355 106 0.800617 0.196258 BG
picture 248 4 271 106 0.751862 0.247784 BG
picture 31 5 339 107 0.698823 0.282488 BG
picture 449 5 465 58 0.655698 0.297037 BG
picture 261 4 336 44 0.586795 0.404506 BG
picture 595 93 617 166 0.560041 0.399843 BG
picture 2 6 12 88 0.552759 0.318801 BG
picture 428 0 448 41 0.406912 0.591200 BG
picture 444 1 450 8 0.371955 0.619909 BG
picture 171 83 201 109 0.230964 0.392495 BG
picture 719 93 729 110 0.227172 0.231233 BG
picture 652 118 684 160 0.21951 0.760881 BG
picture 639 2 715 52 0.208991 0.764500 BG
picture 356 3 364 51 0.206108 0.729267 BG
picture 647 185 718 303 0.177623 0.409124 BG
picture 325 43 338 53 0.158075 0.786988 BG
picture 631 263 640 269 0.154016 0.420910 BG
picture 657 315 663 318 0.151558 0.727447 BG
picture 343 93 352 104 0.145492 0.837328 BG
picture 691 96 728 183 0.13477 0.503850 BG
picture 302 43 343 80 0.131893 0.855111 BG
picture 247 6 255 61 0.128288 0.847862 BG
picture 169 10 247 106 0.127548 0.826037 BG
picture 375 0 438 29 0.125868 0.874084 BG
picture 713 124 719 133 0.12165 0.460100 BG
picture 651 313 656 318 0.120931 0.770013 BG
picture 583 119 591 139 0.118695 0.603822 BG
picture 580 157 582 171 0.11523 0.749558 BG
picture 572 111 590 139 0.113082 0.614089 BG
picture 277 32 321 60 0.108662 0.889000 BG
picture 641 272 660 302 0.104536 0.662311 BG
pillow 131 182 239 249 0.681898 0.226565 pillow
pillow 94 171 364 293 0.527321 0.413144 BG
pillow 228 166 314 229 0.460297 0.430870 pillow
pillow 144 230 184 290 0.213372 0.784674 BG
pillow 266 209 375 275 0.189065 0.764738 pillow
pillow 86 209 188 291 0.137966 0.848845 pillow
pillow 346 341 358 346 0.131864 0.713104 BG
pillow 331 338 337 343 0.123433 0.812678 BG
pillow 581 430 586 437 0.113857 0.870905 BG
pillow 162 213 227 241 0.101293 0.816087 BG
clothes 314 231 369 258 0.163444 0.718695 BG
clothes 179 229 218 263 0.162092 0.796529 BG
clothes 184 164 320 304 0.159049 0.519078 BG
clothes 500 272 662 439 0.150052 0.768518 BG
clothes 187 231 194 252 0.138236 0.717707 BG
clothes 631 411 641 419 0.116536 0.867403 BG
clothes 267 211 353 270 0.100598 0.744852 pillow
tv 256 3 338 16 0.130814 0.643991 BG
paper 33 144 69 183 0.680665 0.292524 BG
paper 30 147 42 184 0.660009 0.324757 BG
paper 170 79 191 94 0.299661 0.324222 BG
paper 11 464 91 529 0.168326 0.329567 BG
paper 719 93 729 110 0.155012 0.231233 BG
paper 713 124 718 133 0.134559 0.460100 BG
paper 679 183 685 184 0.125552 0.365461 BG
paper 1 463 20 529 0.117079 0.386195 BG
paper 473 237 475 239 0.111355 0.452370 BG
paper 593 507 594 510 0.102001 0.715979 BG
box 473 236 475 239 0.261594 0.452370 BG
box 469 236 471 242 0.235367 0.595616 BG
box 574 505 593 528 0.145108 0.507852 BG
box 8 458 93 529 0.143922 0.329567 BG
box 592 507 594 510 0.138351 0.715979 BG
box 579 500 592 511 0.102927 0.807052 BG
box 462 214 491 259 0.100809 0.564437 BG
person 94 199 146 274 0.112806 0.757983 BG
night_stand 362 205 495 267 0.741189 0.238554 night_stand
night_stand 398 219 482 246 0.340097 0.612889 BG
lamp 359 108 444 173 0.712723 0.275703 BG
lamp 355 137 394 173 0.152277 0.838939 BG
lamp 372 91 478 248 0.149776 0.843684 BG
lamp 436 154 454 173 0.144418 0.792136 BG
lamp 703 44 705 45 0.121954 0.644106 BG
lamp 648 251 725 310 0.112923 0.422440 BG
