chair 357 105 616 476 0.98167 0.018128 chair
table 0 61 514 527 0.986571 0.003769 table
door 376 1 479 117 0.109044 0.789827 BG
picture 478 4 493 64 0.191649 0.767426 BG
picture 497 14 509 34 0.157305 0.819594 BG
picture 496 27 502 35 0.144693 0.815715 BG
picture 379 7 383 25 0.135373 0.586859 BG
picture 726 70 729 70 0.10596 0.150637 BG
desk 6 118 521 529 0.516201 0.021733 table
mirror 345 0 474 125 0.109854 0.797803 BG
paper 497 26 502 31 0.199146 0.500066 BG
paper 624 17 639 34 0.18719 0.100158 BG
paper 717 154 721 158 0.179664 0.255093 BG
paper 714 18 729 33 0.172381 0.085691 BG
paper 720 320 729 327 0.15277 0.427286 BG
paper 689 181 729 194 0.140833 0.215219 BG
paper 702 151 716 156 0.136674 0.339639 BG
paper 687 155 729 164 0.135739 0.219691 BG
paper 689 132 729 157 0.132895 0.570334 BG
paper 153 479 171 502 0.11368 0.736140 BG
paper 697 336 729 351 0.11084 0.686788 BG
paper 502 12 509 26 0.107812 0.747827 BG
box 629 17 640 30 0.160772 0.083998 BG
box 714 17 729 32 0.120368 0.085691 BG
whiteboard 13 1 367 210 0.114752 0.829255 BG
lamp 252 0 311 52 0.167272 0.830963 BG
lamp 725 438 729 466 0.10214 0.417121 BG
