bed 13 84 438 529 0.999838 0.000159 bed
chair 627 181 727 509 0.635281 0.237903 dresser_mirror
picture 318 0 397 60 0.976133 0.023256 painting&&picture
picture 235 0 308 59 0.900237 0.098043 painting&&picture
picture 383 3 394 46 0.712375 0.254748 BG
picture 365 0 376 29 0.46419 0.527280 BG
picture 679 155 729 188 0.407881 0.435891 BG
picture 720 166 729 189 0.354916 0.241182 BG
picture 696 173 729 205 0.297161 0.460060 BG
picture 679 176 693 186 0.202519 0.589077 BG
picture 727 189 729 207 0.174054 0.254565 BG
picture 285 0 319 66 0.140966 0.840229 BG
picture 695 190 702 200 0.140498 0.796990 BG
picture 681 107 729 165 0.127772 0.476956 BG
picture 719 192 729 207 0.125541 0.199033 BG
picture 665 129 667 135 0.123848 0.755308 BG
picture 678 154 692 171 0.122042 0.489778 BG
picture 210 4 420 79 0.11431 0.883084 BG
picture 701 198 707 204 0.103126 0.718845 BG
picture 720 161 729 165 0.100482 0.331862 BG
picture 679 167 688 170 0.100233 0.454442 BG
picture 705 163 729 174 0.100035 0.622503 BG
desk 631 115 723 526 0.239647 0.246391 BG
desk 459 117 696 449 0.199305 0.335392 dresser
dresser 435 102 706 353 0.565827 0.091028 dresser
pillow 162 174 358 241 0.970588 0.029411 pillow
pillow 287 181 381 239 0.9323 0.067654 pillow
pillow 185 170 265 222 0.92298 0.077012 pillow&&pillow
pillow 315 199 339 222 0.687563 0.312397 BG
pillow 156 166 203 219 0.656334 0.343666 BG
pillow 236 183 268 219 0.399299 0.600507 BG
pillow 189 203 221 222 0.306427 0.693573 BG
pillow 195 170 240 194 0.297314 0.702001 BG
pillow 255 214 331 240 0.26698 0.733017 BG
pillow 221 215 242 223 0.257601 0.742388 BG
pillow 261 216 268 225 0.204722 0.795227 BG
pillow 166 213 221 230 0.137155 0.862845 BG
pillow 277 229 295 237 0.12612 0.873877 BG
pillow 295 176 343 183 0.122458 0.867372 BG
pillow 224 211 260 236 0.119334 0.880657 BG
clothes 316 439 327 446 0.191799 0.703161 BG
clothes 310 411 361 446 0.179489 0.629009 BG
clothes 311 414 331 433 0.169346 0.546592 BG
clothes 321 433 334 440 0.155625 0.763259 BG
paper 643 124 666 135 0.430035 0.529704 BG
paper 635 131 666 171 0.305905 0.623519 BG
paper 688 131 689 132 0.253238 0.347527 BG
paper 693 114 694 115 0.224451 0.334095 BG
paper 727 190 729 207 0.217013 0.254565 BG
paper 719 193 729 207 0.212112 0.199033 BG
paper 725 121 729 132 0.205262 0.172604 BG
paper 723 175 729 192 0.193503 0.221822 BG
paper 695 111 715 117 0.191785 0.316442 BG
paper 690 100 702 107 0.181683 0.358395 BG
paper 693 98 696 101 0.180289 0.376592 BG
paper 713 117 729 132 0.175988 0.250733 BG
paper 714 117 723 121 0.169276 0.253826 BG
paper 721 167 729 175 0.167994 0.279123 BG
paper 699 96 715 109 0.161813 0.363723 BG
paper 681 95 697 101 0.161371 0.347329 BG
paper 719 135 729 145 0.15777 0.224795 BG
paper 349 501 358 514 0.155296 0.522460 BG
paper 720 162 729 165 0.153982 0.331862 BG
paper 725 148 729 162 0.153587 0.240751 BG
paper 705 162 729 207 0.151157 0.419325 BG
paper 699 206 729 226 0.148767 0.260267 BG
paper 716 114 717 116 0.147063 0.260939 BG
paper 680 131 692 140 0.133707 0.374865 BG
paper 717 242 721 245 0.127782 0.356278 BG
paper 716 447 729 471 0.11952 0.276614 BG
paper 678 154 692 170 0.116739 0.489778 BG
paper 673 106 729 188 0.115433 0.445217 BG
paper 351 486 363 501 0.114759 0.599492 BG
paper 679 167 688 170 0.112942 0.454442 BG
paper 704 87 729 132 0.111087 0.318407 BG
paper 667 497 671 499 0.107436 0.669655 BG
paper 320 395 340 418 0.102257 0.752796 BG
towel 312 415 329 433 0.231377 0.546592 BG
towel 313 396 339 428 0.196488 0.608868 BG
towel 312 412 359 436 0.179641 0.624516 BG
box 681 94 698 101 0.316438 0.347329 BG
box 693 97 697 101 0.296169 0.376592 BG
box 690 100 703 107 0.271521 0.358395 BG
box 688 131 690 132 0.231731 0.347527 BG
