bed 115 103 560 411 0.996997 0.002427 bed
chair 77 213 436 422 0.147806 0.647842 BG
chair 202 404 220 425 0.131001 0.743155 BG
chair 31 234 204 416 0.100139 0.866379 BG
sofa 554 89 560 95 0.110595 0.556901 BG
table 0 331 175 426 0.600426 0.137956 floor
bookshelf 4 0 86 372 0.28384 0.646582 shelf
picture 1 250 76 338 0.240389 0.656701 BG
picture 0 309 10 353 0.238808 0.700084 BG
picture 7 307 16 348 0.177276 0.762748 BG
picture 0 107 36 148 0.172317 0.771545 BG
picture 0 1 33 36 0.157591 0.604706 BG
picture 22 122 34 138 0.116479 0.853486 BG
picture 31 122 41 132 0.114972 0.799920 BG
pillow 346 86 440 141 0.431998 0.515208 BG
pillow 542 170 560 185 0.358305 0.557322 BG
pillow 409 87 554 158 0.169416 0.749638 pillow
pillow 391 89 424 109 0.165422 0.761516 BG
pillow 507 90 559 115 0.151408 0.725743 BG
pillow 464 98 560 128 0.129028 0.782825 BG
pillow 139 213 146 217 0.103817 0.863986 BG
pillow 368 122 375 126 0.102841 0.802794 BG
clothes 227 343 250 368 0.147511 0.446494 BG
clothes 309 102 419 156 0.145406 0.752553 BG
clothes 0 1 31 36 0.130947 0.604706 BG
clothes 218 329 282 369 0.127253 0.715620 BG
clothes 259 120 560 251 0.124871 0.752982 BG
clothes 330 117 385 145 0.114435 0.812183 BG
clothes 233 324 259 335 0.113277 0.595813 BG
clothes 274 139 377 193 0.109796 0.847974 BG
clothes 156 305 314 422 0.106817 0.744485 BG
paper 1 384 19 397 0.172005 0.355791 BG
paper 291 400 307 426 0.157964 0.338862 BG
paper 40 129 46 135 0.112238 0.697280 BG
towel 227 345 249 368 0.15127 0.446494 BG
towel 251 342 254 344 0.113763 0.691899 BG
box 241 322 254 326 0.171557 0.521486 BG
box 290 397 306 426 0.168884 0.338862 BG
box 394 115 400 121 0.124254 0.700525 BG
box 1 383 20 397 0.100269 0.355791 BG
bag 227 345 249 367 0.158934 0.446494 BG
bag 362 90 413 119 0.141704 0.625490 BG
garbage_bin 0 383 20 398 0.103452 0.355791 BG
