bed 0 103 338 440 0.999466 0.000443 bed
door 1 15 23 114 0.19358 0.506848 BG
door 350 4 367 135 0.117546 0.750647 BG
picture 22 8 94 150 0.376523 0.322235 BG
picture 43 81 82 137 0.250839 0.558672 BG
picture 49 81 56 84 0.208214 0.625907 BG
picture 48 43 83 65 0.167413 0.714471 BG
picture 414 318 470 374 0.111812 0.492328 BG
dresser 359 188 418 288 0.172584 0.166389 night_stand
pillow 78 147 208 189 0.664439 0.329824 pillow
pillow 193 150 212 189 0.426595 0.569979 BG
pillow 220 147 335 202 0.423829 0.449850 pillow
pillow 21 177 55 202 0.301855 0.629254 BG
pillow 69 185 75 192 0.277904 0.660599 BG
pillow 50 179 63 196 0.269612 0.671147 BG
pillow 24 202 28 206 0.263801 0.732289 BG
pillow 39 191 42 200 0.218338 0.766472 BG
pillow 59 184 82 195 0.208745 0.752199 BG
pillow 20 154 90 203 0.198594 0.661728 BG
pillow 24 200 36 206 0.147706 0.849501 BG
pillow 29 121 311 199 0.141274 0.820584 BG
pillow 79 191 82 199 0.12183 0.851353 BG
mirror 12 9 101 189 0.413705 0.228413 BG
mirror 367 80 458 179 0.131347 0.622211 BG
clothes 522 230 543 268 0.187513 0.656183 BG
fridge 426 75 589 440 0.161673 0.594316 curtain
paper 363 313 434 440 0.201815 0.452483 BG
paper 368 382 401 440 0.145469 0.285431 BG
paper 384 415 455 440 0.127841 0.369590 BG
paper 583 424 590 427 0.115339 0.157016 BG
paper 574 424 590 437 0.11202 0.247410 BG
paper 362 222 374 248 0.104646 0.756790 BG
paper 414 319 469 369 0.104276 0.492328 BG
towel 292 381 335 421 0.138939 0.721751 BG
towel 270 331 300 409 0.131329 0.757357 BG
box 30 128 31 138 0.638307 0.358090 BG
box 20 129 31 142 0.42996 0.559590 BG
box 27 108 96 154 0.345559 0.500049 BG
box 359 194 364 201 0.231685 0.686385 BG
box 574 431 590 436 0.202223 0.230589 BG
box 537 373 563 438 0.144624 0.373111 BG
box 362 214 404 267 0.133618 0.630039 BG
box 361 304 435 438 0.133214 0.452483 BG
box 583 423 590 426 0.132371 0.157016 BG
box 382 413 455 440 0.129869 0.369590 BG
box 367 215 368 219 0.127772 0.787774 BG
box 550 363 572 421 0.123223 0.582388 BG
box 454 434 462 440 0.118345 0.264108 BG
box 357 172 364 200 0.1141 0.822442 BG
box 359 216 365 229 0.108935 0.776903 BG
box 367 376 400 440 0.105306 0.285431 BG
box 537 419 563 439 0.104841 0.446329 BG
box 572 437 590 440 0.103609 0.190692 BG
night_stand 352 194 427 289 0.676874 0.068066 night_stand
lamp 385 85 428 128 0.33973 0.505824 lamp
lamp 426 103 429 115 0.335211 0.488222 BG
lamp 426 95 437 114 0.30415 0.542114 BG
bag 524 231 543 256 0.147951 0.650748 BG
bag 457 323 565 440 0.127546 0.504332 BG
bag 295 391 300 401 0.102323 0.799579 BG
bag 290 382 336 418 0.10057 0.721751 BG
garbage_bin 407 213 422 223 0.522421 0.469677 BG
garbage_bin 410 205 429 219 0.418956 0.566965 BG
garbage_bin 19 180 19 185 0.2563 0.543958 BG
garbage_bin 32 181 39 192 0.165645 0.708415 BG
garbage_bin 414 195 430 205 0.163269 0.828862 BG
garbage_bin 361 204 448 279 0.128018 0.371461 night_stand
garbage_bin 353 202 355 204 0.120972 0.777270 BG
