bed 68 109 585 457 0.988862 0.005803 bed
chair 3 84 107 332 0.139767 0.555915 BG
chair 689 278 729 317 0.136853 0.713058 BG
sofa 11 251 153 456 0.16183 0.568984 BG
sofa 88 191 373 447 0.15168 0.718111 BG
table 503 229 669 372 0.187254 0.666442 night_stand
picture 424 1 530 93 0.415853 0.121156 picture
picture 339 0 347 3 0.185008 0.572684 BG
picture 333 1 363 45 0.158121 0.684810 BG
picture 715 195 729 243 0.14431 0.438700 BG
picture 708 112 729 157 0.13335 0.365046 BG
picture 722 42 729 62 0.124354 0.476787 BG
picture 703 41 729 199 0.112017 0.335886 BG
picture 716 42 729 103 0.105501 0.537623 BG
counter 1 112 146 263 0.105522 0.539614 BG
pillow 430 143 509 220 0.881842 0.114065 pillow
pillow 306 125 528 223 0.804155 0.191550 BG
pillow 463 157 487 217 0.723112 0.274724 BG
pillow 394 158 471 226 0.685798 0.313336 pillow
pillow 486 143 511 222 0.671452 0.264033 BG
pillow 311 106 410 191 0.664381 0.318638 BG
pillow 377 152 429 209 0.462258 0.532936 BG
pillow 475 157 490 193 0.458106 0.519928 BG
pillow 397 186 421 208 0.383355 0.615996 BG
pillow 1 375 36 413 0.307106 0.358419 BG
pillow 227 137 450 290 0.295349 0.594390 BG
pillow 405 202 414 212 0.292351 0.707443 BG
pillow 397 201 414 226 0.26216 0.735993 BG
pillow 391 207 404 217 0.222432 0.776962 BG
pillow 476 158 484 165 0.20025 0.779885 BG
pillow 484 194 498 213 0.19222 0.801236 BG
pillow 408 216 410 218 0.185709 0.814197 BG
pillow 470 161 482 178 0.185383 0.801675 BG
pillow 315 158 339 178 0.174015 0.822922 BG
pillow 478 190 484 194 0.151879 0.837571 BG
pillow 478 166 486 181 0.139743 0.842532 BG
pillow 484 133 567 234 0.13251 0.519501 BG
pillow 494 196 510 219 0.130559 0.787402 BG
pillow 380 206 390 214 0.125584 0.867865 BG
pillow 284 259 329 348 0.118082 0.836246 BG
pillow 480 180 486 192 0.1177 0.869506 BG
pillow 510 203 512 206 0.109965 0.689380 BG
pillow 228 213 234 223 0.106447 0.892585 BG
pillow 414 184 422 194 0.105117 0.893712 BG
pillow 275 334 282 339 0.103465 0.864592 BG
pillow 429 151 479 164 0.103051 0.877477 BG
pillow 366 210 422 285 0.101748 0.845076 BG
pillow 484 183 490 192 0.100447 0.879955 BG
mirror 410 3 539 112 0.351886 0.121156 picture
mirror 554 126 588 238 0.138302 0.595676 BG
clothes 478 0 492 4 0.432988 0.513970 BG
clothes 467 0 501 82 0.39705 0.444962 BG
clothes 468 0 476 13 0.367153 0.539629 BG
clothes 502 136 565 225 0.236409 0.346174 BG
clothes 491 0 509 78 0.151599 0.586873 BG
clothes 233 141 431 245 0.118236 0.465300 BG
clothes 505 199 527 216 0.112853 0.469358 BG
clothes 484 40 488 70 0.105542 0.831714 BG
paper 268 501 270 504 0.362306 0.267340 BG
paper 263 475 355 529 0.273096 0.114284 BG
paper 32 498 34 500 0.165541 0.052742 BG
paper 714 216 724 223 0.161183 0.512135 BG
paper 1 140 58 210 0.154247 0.540095 BG
paper 1 375 35 413 0.144442 0.358419 BG
paper 715 193 729 241 0.144246 0.438700 BG
paper 706 156 729 173 0.136279 0.386172 BG
paper 708 112 729 157 0.134473 0.365046 BG
paper 724 212 729 216 0.133179 0.572902 BG
paper 240 63 276 88 0.131673 0.307386 BG
paper 521 197 534 217 0.129081 0.208725 BG
paper 1 493 33 529 0.123746 0.107102 BG
paper 714 100 729 113 0.119414 0.504141 BG
paper 3 201 73 268 0.111478 0.520261 BG
paper 217 458 222 465 0.106562 0.589389 BG
paper 135 293 142 298 0.104278 0.826527 BG
paper 708 209 729 284 0.102449 0.331797 BG
paper 120 291 136 299 0.102163 0.669799 BG
paper 429 266 448 286 0.101079 0.801052 BG
box 260 472 357 528 0.250066 0.114284 BG
box 3 197 80 265 0.187505 0.520261 BG
box 268 501 270 504 0.159585 0.267340 BG
box 521 197 534 217 0.154708 0.208725 BG
box 513 216 637 355 0.15134 0.517761 night_stand
box 706 157 729 172 0.122253 0.386172 BG
box 32 498 35 500 0.116092 0.052742 BG
box 708 210 729 283 0.110244 0.331797 BG
sink 580 229 599 239 0.248883 0.695657 BG
lamp 536 79 639 252 0.697966 0.257055 lamp
lamp 555 120 589 231 0.304238 0.575843 BG
lamp 241 60 274 89 0.207973 0.307386 BG
lamp 627 72 669 132 0.161526 0.805744 BG
bag 505 132 570 229 0.195534 0.346174 BG
bag 323 127 332 138 0.169947 0.739780 BG
garbage_bin 519 225 608 360 0.289568 0.536242 night_stand
garbage_bin 31 498 35 501 0.180967 0.052742 BG
garbage_bin 526 142 571 232 0.136523 0.375293 BG
garbage_bin 706 244 729 284 0.107044 0.208310 BG
garbage_bin 521 196 534 218 0.103464 0.208725 BG
