cabinet 24 2 226 228 0.177772 0.593795 cabinet
sofa 301 277 305 280 0.121503 0.482962 BG
sofa 417 334 419 335 0.103247 0.561849 BG
sofa 487 371 491 377 0.102688 0.567103 BG
table 223 156 614 364 0.661833 0.292098 bench
picture 1 1 29 68 0.143621 0.454295 BG
picture 715 288 729 299 0.115042 0.378226 BG
picture 50 1 183 87 0.106486 0.565763 BG
counter 42 142 691 506 0.151521 0.654507 floor
counter 0 61 85 235 0.143381 0.615580 BG
counter 301 276 305 280 0.119048 0.482962 BG
counter 507 376 514 380 0.113265 0.579892 BG
clothes 94 0 183 76 0.188675 0.262440 BG
paper 393 502 396 502 0.246319 0.108192 BG
paper 647 493 649 495 0.19773 0.070373 BG
paper 161 32 169 46 0.193848 0.320912 BG
paper 152 45 152 47 0.184912 0.377013 BG
paper 703 334 708 340 0.167258 0.308993 BG
paper 591 447 592 448 0.147497 0.274159 BG
paper 257 465 260 468 0.145701 0.093307 BG
paper 713 75 715 79 0.145603 0.501939 BG
paper 7 39 9 50 0.144271 0.463669 BG
paper 4 50 11 57 0.141078 0.568715 BG
paper 4 36 8 45 0.140507 0.375995 BG
paper 1 29 21 80 0.140172 0.528557 BG
paper 107 135 109 142 0.139858 0.419522 BG
paper 581 445 589 456 0.132879 0.210358 BG
paper 319 280 326 288 0.125787 0.523049 BG
paper 295 95 297 95 0.119628 0.496366 BG
paper 306 273 315 281 0.118293 0.493731 BG
paper 4 30 17 40 0.114909 0.331963 BG
paper 9 225 10 226 0.111093 0.828297 BG
paper 317 276 323 279 0.106563 0.471640 BG
paper 408 328 410 329 0.105853 0.500570 BG
towel 102 2 176 77 0.320401 0.270599 BG
box 4 36 9 44 0.261402 0.375995 BG
box 4 30 18 39 0.219577 0.331963 BG
box 7 39 10 49 0.211049 0.463669 BG
box 546 284 568 301 0.189961 0.802334 BG
box 567 287 570 290 0.186083 0.784726 BG
box 1 29 23 77 0.185776 0.528557 BG
box 149 192 157 193 0.181426 0.785134 BG
box 160 32 170 46 0.172532 0.320912 BG
box 702 333 709 341 0.167591 0.308993 BG
box 0 14 19 39 0.167181 0.433775 BG
box 4 50 12 56 0.159339 0.568715 BG
box 393 501 397 502 0.156008 0.108192 BG
box 567 276 575 287 0.147661 0.811027 BG
box 11 44 23 59 0.133307 0.636370 BG
box 7 45 13 52 0.133097 0.692881 BG
box 1 61 46 100 0.126498 0.733697 BG
box 151 45 153 47 0.124349 0.377013 BG
box 18 63 27 68 0.121147 0.738303 BG
box 647 493 650 495 0.120979 0.070373 BG
box 137 194 151 200 0.116898 0.851852 BG
box 723 298 725 300 0.11601 0.349196 BG
box 3 32 71 193 0.113398 0.426305 BG
box 164 186 170 191 0.112572 0.849618 BG
box 135 5 185 84 0.111961 0.429074 BG
whiteboard 118 2 722 140 0.329551 0.645072 BG
bag 95 4 177 73 0.133339 0.262440 BG
garbage_bin 646 493 650 495 0.200345 0.070373 BG
garbage_bin 392 502 397 502 0.142556 0.108192 BG
garbage_bin 53 98 179 242 0.112235 0.704852 BG
