chair 178 146 390 405 0.990277 0.009474 chair
picture 3 4 70 208 0.124526 0.234499 BG
picture 37 98 110 195 0.100929 0.803643 BG
desk 343 88 575 390 0.932508 0.065013 desk
desk 92 215 547 420 0.161101 0.820814 BG
desk 526 102 589 213 0.130543 0.592048 BG
clothes 1 9 69 209 0.164603 0.234499 BG
fridge 329 80 355 152 0.10224 0.754565 BG
tv 332 44 502 148 0.829644 0.136617 desktop
tv 475 23 588 147 0.505937 0.277908 monitor
tv 498 88 511 128 0.200636 0.656314 BG
tv 340 40 359 133 0.110434 0.839651 BG
tv 350 106 354 111 0.101785 0.843589 BG
paper 346 153 421 187 0.791023 0.194355 BG
paper 352 138 501 183 0.179093 0.741151 BG
paper 1 149 21 251 0.177136 0.579986 BG
paper 544 385 590 440 0.17291 0.252380 BG
paper 504 172 506 173 0.165424 0.822122 BG
paper 468 153 507 168 0.157628 0.528561 BG
paper 469 146 486 158 0.139704 0.716081 BG
paper 3 201 12 213 0.137494 0.628242 BG
paper 571 187 575 192 0.133862 0.364848 BG
paper 569 135 577 142 0.130619 0.432360 BG
paper 466 168 499 176 0.119091 0.812719 BG
paper 563 206 590 223 0.117438 0.404141 BG
paper 579 404 590 422 0.112336 0.532408 BG
paper 368 144 407 152 0.110571 0.873910 BG
paper 575 192 590 209 0.101603 0.430502 BG
paper 585 191 590 196 0.101451 0.325030 BG
towel 0 5 68 205 0.155537 0.234499 BG
box 1 319 7 343 0.386131 0.605662 BG
box 417 168 443 214 0.250424 0.722976 BG
box 1 238 36 345 0.193595 0.752738 drawer
box 417 180 425 184 0.189369 0.802617 BG
box 1 320 23 349 0.186483 0.784371 BG
box 415 151 516 173 0.1659 0.762910 BG
box 424 178 435 184 0.160753 0.833028 BG
box 442 181 452 186 0.142948 0.829589 BG
box 568 134 577 143 0.139164 0.432360 BG
box 543 381 590 440 0.116128 0.252380 BG
box 439 172 449 183 0.112181 0.882045 BG
box 442 171 449 175 0.10134 0.882378 BG
whiteboard 12 134 213 339 0.16898 0.534291 BG
lamp 559 4 590 100 0.297552 0.363752 BG
