bed 4 196 464 524 0.998866 0.000820 bed
sofa 37 214 427 311 0.251847 0.643332 BG
door 458 16 691 358 0.153688 0.575108 BG
door 323 1 344 95 0.128114 0.524271 BG
picture 337 1 424 92 0.981088 0.011494 picture
picture 254 4 331 109 0.875698 0.071192 picture
picture 173 9 250 152 0.704457 0.262420 picture
picture 130 9 409 142 0.60465 0.324219 picture
picture 374 15 392 48 0.46738 0.517123 BG
picture 202 47 225 80 0.409863 0.579015 BG
picture 565 164 616 298 0.186972 0.750749 BG
picture 324 5 344 91 0.170499 0.524271 BG
picture 9 3 139 155 0.159375 0.596131 ceiling
picture 26 148 139 216 0.140678 0.720614 BG
picture 675 1 694 9 0.126279 0.715715 BG
picture 41 119 131 137 0.102412 0.604545 BG
desk 0 210 154 316 0.126603 0.592474 BG
dresser 427 229 538 391 0.306691 0.174180 night_stand
pillow 151 230 297 294 0.752161 0.239920 pillow
pillow 267 222 410 296 0.664512 0.319281 pillow&&pillow&&pillow
pillow 170 249 212 294 0.447523 0.546096 BG
pillow 272 240 318 295 0.285485 0.710386 BG
pillow 259 228 292 276 0.187222 0.806171 BG
pillow 115 223 422 371 0.171901 0.721469 BG
pillow 249 245 262 275 0.170677 0.816110 BG
pillow 338 241 375 298 0.15542 0.840259 BG
pillow 279 273 375 298 0.150063 0.820251 BG
pillow 398 297 406 300 0.139905 0.845300 BG
pillow 263 309 303 328 0.134275 0.693710 BG
pillow 103 1 118 11 0.133047 0.685052 BG
pillow 259 243 273 274 0.1327 0.863915 BG
pillow 308 242 345 297 0.11402 0.885223 BG
pillow 285 304 302 312 0.113005 0.796660 BG
pillow 266 315 271 318 0.107106 0.692385 BG
pillow 286 316 307 329 0.105945 0.848571 BG
pillow 274 291 423 381 0.10572 0.826121 BG
pillow 177 277 239 297 0.104988 0.833919 BG
pillow 254 305 277 314 0.103863 0.790450 BG
pillow 228 228 264 278 0.102643 0.895027 BG
mirror 519 13 729 370 0.837408 0.105060 mirror
clothes 292 501 325 528 0.145163 0.322993 BG
paper 0 170 16 201 0.54289 0.409381 BG
paper 0 149 13 168 0.453984 0.504046 BG
paper 0 151 33 186 0.436599 0.512405 BG
paper 10 171 29 187 0.415531 0.531077 BG
paper 186 389 198 396 0.37493 0.585661 BG
paper 2 209 85 270 0.288322 0.508995 BG
paper 8 149 18 161 0.235921 0.746572 BG
paper 1 99 3 101 0.229036 0.708643 BG
paper 7 160 28 172 0.225208 0.747805 BG
paper 11 173 35 211 0.221955 0.618740 BG
paper 1 100 84 109 0.20151 0.583683 BG
paper 35 82 87 92 0.181423 0.619838 BG
paper 3 85 128 110 0.178383 0.628669 BG
paper 73 212 142 245 0.154665 0.792229 BG
paper 2 104 130 145 0.146897 0.594550 BG
paper 105 220 114 234 0.143032 0.788113 BG
paper 280 34 303 65 0.142974 0.759442 BG
paper 50 225 61 238 0.136278 0.849441 BG
paper 87 242 117 245 0.133681 0.835682 BG
paper 166 265 171 270 0.130825 0.393239 BG
paper 89 210 106 233 0.126961 0.850395 BG
paper 158 264 162 266 0.126647 0.467683 BG
paper 48 210 102 238 0.123254 0.863933 BG
paper 241 321 264 331 0.118334 0.780633 BG
paper 104 215 118 225 0.111396 0.847108 BG
paper 4 68 95 95 0.102724 0.793900 BG
paper 114 70 122 72 0.102316 0.553757 BG
box 158 263 162 266 0.253969 0.467683 BG
box 0 300 7 303 0.250133 0.649043 BG
box 166 264 171 270 0.213149 0.393239 BG
box 151 259 165 264 0.164877 0.578526 BG
box 88 208 156 244 0.16066 0.624632 BG
box 76 273 93 286 0.136012 0.638729 BG
box 160 211 163 218 0.100945 0.813267 BG
person 563 94 610 178 0.861826 0.137984 BG
person 585 102 604 139 0.690709 0.309211 BG
person 609 133 610 136 0.64762 0.346328 BG
person 593 115 609 176 0.626472 0.368704 BG
person 568 46 615 295 0.607568 0.263637 person
person 562 108 595 143 0.604809 0.395123 BG
person 597 196 619 208 0.419345 0.535516 BG
person 564 126 572 141 0.309399 0.688966 BG
person 567 167 601 249 0.273506 0.600666 BG
person 594 142 601 160 0.243574 0.708480 BG
person 400 240 412 277 0.228403 0.672302 BG
person 373 274 390 288 0.199613 0.697951 BG
person 565 137 586 161 0.177621 0.784077 BG
person 586 137 595 146 0.176947 0.806502 BG
person 382 274 388 279 0.158145 0.726591 BG
person 411 239 417 245 0.135424 0.682191 BG
person 589 95 600 99 0.119417 0.880491 BG
person 596 104 604 122 0.111662 0.888336 BG
night_stand 444 250 544 386 0.917101 0.017315 night_stand
lamp 439 148 498 264 0.151845 0.847246 BG
lamp 377 191 442 245 0.14084 0.797690 BG
lamp 416 192 445 221 0.113096 0.874814 BG
bag 247 499 284 529 0.185008 0.328097 BG
bag 291 503 324 529 0.184379 0.322993 BG
garbage_bin 649 152 656 235 0.140791 0.718506 BG
garbage_bin 229 431 250 508 0.123594 0.751813 BG
