004175,bed,11,60.6,129.5,331.4,0.086,0.914,bed
001157,bed,110.2,60.4,730,530,0.071,0.929,bed
002680,bed,17.3,198.2,449.8,427,0.063,0.937,bed
002306,bed,393.7,152.6,560.4,415.5,0.056,0.944,bed
003605,bed,362.1,17.1,591,253,0.039,0.961,bed
004039,bed,8.4,142.7,119.8,425.3,0.036,0.964,bed
001676,bed,523.6,64.5,723.8,527.5,0.036,0.964,bed
001892,bed,372.8,127.6,561,359,0.032,0.968,bed
002314,bed,480.3,148.7,556.6,417.3,0.028,0.972,bed
001049,bed,54.7,180.7,279.7,516.2,0.019,0.981,bed
001699,bed,1,49.2,198.8,518.7,0.018,0.982,bed
002290,bed,1,133.4,81,418.4,0.014,0.986,bed
001695,bed,18.5,75.2,184,437.1,0.014,0.986,bed
002379,bed,1,176.7,166.9,424.3,0.013,0.987,bed
