001905,bookshelf,4.5,13.5,44.9,271.5,0.097,0.903,bookshelf
003261,bookshelf,277.4,195.8,498.2,441,0.087,0.913,bookshelf
004419,bookshelf,146.9,1,538.8,406.3,0.085,0.915,bookshelf
001976,bookshelf,530.6,131.8,561,243.7,0.083,0.917,bookshelf
001119,bookshelf,574.5,15,730,138,0.08,0.92,bookshelf
001968,bookshelf,150.7,163.2,370.9,263.7,0.078,0.922,bookshelf
001110,bookshelf,5.7,1,232.4,79.8,0.076,0.924,bookshelf
003768,bookshelf,10.2,9.6,230.6,204.6,0.072,0.928,bookshelf
002418,bookshelf,97.3,13,345.4,223.5,0.069,0.931,bookshelf
003394,bookshelf,3.8,36.7,117.4,188.6,0.06,0.94,bookshelf
004623,bookshelf,304.4,1.9,681,52,0.06,0.94,bookshelf
002310,bookshelf,1,8.6,19.8,93,0.055,0.945,bookshelf
002017,bookshelf,212.5,1,561,48.1,0.051,0.949,bookshelf
000062,bookshelf,1,117.1,115.3,321.8,0.051,0.949,bookshelf
003978,bookshelf,1,1,146.8,405.5,0.046,0.954,bookshelf
000981,bookshelf,272.9,1,580.3,138.2,0.041,0.959,bookshelf
004982,bookshelf,1,1,138.5,143.7,0.034,0.966,bookshelf
002276,bookshelf,478.1,124.1,559.3,401.9,0.033,0.967,bookshelf
001081,bookshelf,1,1,30.1,24.2,0.032,0.968,bookshelf
001952,bookshelf,8.5,29.3,158.2,427,0.032,0.968,bookshelf
004753,bookshelf,459.8,10.6,677,488.6,0.032,0.968,bookshelf
004844,bookshelf,412,2.9,655.2,56.2,0.028,0.972,bookshelf
004619,bookshelf,540.4,1,669.9,309.7,0.028,0.972,bookshelf
003992,bookshelf,505.9,122.1,589.2,177.5,0.026,0.974,bookshelf
004999,bookshelf,178.1,37.7,352.8,188.2,0.023,0.977,bookshelf
004623,bookshelf,253.7,4.2,661.3,144.8,0.021,0.979,bookshelf
004085,bookshelf,530.6,80.5,589.7,317.1,0.019,0.981,bookshelf
