003556,door,427.1,1.7,561.6,370,0.097,0.903,door
002161,door,367,1,528,427,0.097,0.903,door
000306,door,517.8,1,652.1,379.1,0.096,0.904,door
000483,door,410,8.2,668.1,411.6,0.096,0.904,door
002452,door,185.3,7.1,298.7,218.7,0.095,0.905,door
001962,door,447.2,85.5,552.6,353.6,0.092,0.908,door
002173,door,358.2,10.9,532.3,423.3,0.091,0.909,door
002331,door,484.9,6.5,556.4,326.6,0.091,0.909,door
002323,door,477.3,34,512.9,234.3,0.086,0.914,door
002666,door,15.1,1.2,224.4,427,0.085,0.915,door
003930,door,183.1,4.3,207.1,330.6,0.082,0.918,door
003563,door,262.6,71.6,436.7,361.2,0.081,0.919,door
001149,door,1.3,99.1,43.3,284.1,0.081,0.919,door
001885,door,442,1,548.2,309.5,0.081,0.919,door
003940,door,84,6.9,168.8,211.9,0.077,0.923,door
004120,door,355.7,79.8,518,441,0.073,0.927,door
001877,door,273.8,80.1,392.7,297.8,0.072,0.928,door
002282,door,109,2,210.1,151.4,0.068,0.932,door
002448,door,293.9,1,354.8,147,0.068,0.932,door
000741,door,581.4,72.7,704.2,394,0.065,0.935,door
004092,door,562.8,117.6,587.8,441,0.065,0.935,door
000742,door,490.4,56.9,573.5,296.4,0.064,0.936,door
002162,door,1,1.9,88,413.4,0.062,0.938,door
004019,door,6.9,1,177.5,194.6,0.062,0.938,door
004103,door,8.4,163.9,119,441,0.06,0.94,door
003940,door,571.9,2.2,589,398,0.059,0.941,door
002025,door,213.9,4.3,284.7,199.4,0.058,0.942,door
000491,door,510.8,1,702.3,530,0.055,0.945,door
001177,door,150.7,1,485.6,430.5,0.054,0.946,door
002326,door,28.8,18.4,60.6,239.9,0.049,0.951,door
004081,door,371,1,414.2,350.7,0.049,0.951,door
001149,door,107.6,1.1,249.1,256.4,0.045,0.955,door
001863,door,371.9,13.3,425.7,238.4,0.045,0.955,door
004014,door,8.8,1,88.6,317.5,0.042,0.958,door
004097,door,235.7,2.9,279,253.3,0.042,0.958,door
002449,door,416.5,1.6,553.9,208.1,0.04,0.96,door
004024,door,136.7,1,329.3,183.7,0.039,0.961,door
004010,door,256.5,118.9,410,408.5,0.039,0.961,door
004010,door,4.8,53.6,74.9,441,0.038,0.962,door
001926,door,394.5,1,419.8,270.3,0.037,0.963,door
002165,door,5.2,1,128.9,216.9,0.033,0.967,door
002356,door,476.5,13.7,555.3,232,0.033,0.967,door
003870,door,381.5,1,415.8,205.5,0.033,0.967,door
000463,door,13,1,220.6,374.6,0.03,0.97,door
002284,door,103.8,13.4,220.9,278.6,0.03,0.97,door
004092,door,4.4,135.2,134.4,441,0.03,0.97,door
004094,door,3.5,218.1,64.6,441,0.028,0.972,door
002676,door,389,1,464,186.3,0.027,0.973,door
000111,door,23.3,2.2,192,530,0.026,0.974,door
003955,door,354.4,3.6,444.6,436.3,0.024,0.976,door
004121,door,371,2.2,400.7,162.2,0.023,0.977,door
002474,door,18.1,2.2,154.9,127.5,0.022,0.978,door
003961,door,12.1,1,196.4,350.1,0.02,0.98,door
004195,door,15.8,1,147.1,441,0.018,0.982,door
004173,door,544.8,216.8,586,441,0.017,0.983,door
004003,door,346.1,1,543.1,332.3,0.016,0.984,door
003923,door,281,6.4,483.6,396.4,0.016,0.984,door
004130,door,80.8,1.4,239.6,365.5,0.015,0.985,door
002306,door,57,6.3,249.2,200.7,0.015,0.985,door
001893,door,381.2,1,534.5,427,0.015,0.985,door
003581,door,243,63.7,393.1,359.2,0.015,0.985,door
