002140,counter,438.7,151.2,561,218.5,0.099,0.901,counter
005030,counter,551.4,406.6,681,531,0.099,0.901,counter
004460,counter,1,56.2,567.3,147.9,0.098,0.902,counter
001948,counter,384.8,247.4,558.1,424.9,0.096,0.904,counter
002855,counter,353.7,12,591,93.8,0.093,0.907,counter
003352,counter,56.4,94.3,567,395.9,0.093,0.907,counter
002139,counter,454.9,161,561,206.7,0.093,0.907,counter
002085,counter,206.3,208.9,424.1,227.9,0.093,0.907,counter
002827,counter,1,101.4,203.1,228.7,0.092,0.908,counter
002469,counter,442,131.7,561,199.4,0.088,0.912,counter
001886,counter,112,235.9,439.4,417.2,0.086,0.914,counter
002977,counter,1,319.9,591,439.2,0.085,0.915,counter
003840,counter,310.7,142.7,583.1,320,0.084,0.916,counter
000633,counter,1,143.2,122.7,525.9,0.083,0.917,counter
000604,counter,194.7,176.4,699,271.1,0.083,0.917,counter
002055,counter,122.4,116.9,561,427,0.082,0.918,counter
004612,counter,299.6,76.8,672.5,153.3,0.081,0.919,counter
000101,counter,34.3,183.8,730,530,0.077,0.923,counter
003342,counter,122.3,189.6,555,434.7,0.077,0.923,counter
002096,counter,11.5,303.3,477.5,427,0.077,0.923,counter
004694,counter,41.6,130,676,347.7,0.075,0.925,counter
001544,counter,397.5,63.9,730,377.7,0.073,0.927,counter
002851,counter,373.6,63.9,578.3,297.1,0.072,0.928,counter
004965,counter,1,100.6,681,354.8,0.07,0.93,counter
002548,counter,2.8,147.3,305,427,0.07,0.93,counter
001141,counter,550.5,251.5,730,517.5,0.063,0.937,counter
004839,counter,93.1,136.1,677.8,458.9,0.06,0.94,counter
001024,counter,8.4,139,268.7,256.4,0.055,0.945,counter
003405,counter,403.2,143.9,591,441,0.054,0.946,counter
001548,counter,497.9,238.2,730,440.5,0.05,0.95,counter
003180,counter,70.2,152,361.3,212.2,0.048,0.952,counter
004997,counter,1,116.3,308.8,242.6,0.048,0.952,counter
002113,counter,480.4,140.4,561,165.5,0.047,0.953,counter
003059,counter,73.8,333.9,420.2,438.7,0.045,0.955,counter
003082,counter,5.7,60.1,352.4,423.4,0.044,0.956,counter
002956,counter,1.8,115.2,68.5,188,0.041,0.959,counter
004964,counter,3.9,34.3,681,355.2,0.041,0.959,counter
002113,counter,295,135.2,561,241.6,0.04,0.96,counter
002555,counter,317.5,36.2,561,244.4,0.04,0.96,counter
002506,counter,28.3,105.1,298,183,0.039,0.961,counter
001164,counter,432.8,70.9,714.8,479.6,0.038,0.962,counter
004456,counter,449.9,59.8,591,134.4,0.038,0.962,counter
000203,counter,4.6,294.9,636.4,335.5,0.036,0.964,counter
002217,counter,479.3,102.8,561,129.8,0.035,0.965,counter
004316,counter,182.9,186.6,591,321.2,0.034,0.966,counter
003350,counter,17.1,208,268.6,438.5,0.032,0.968,counter
003626,counter,54,260.1,438.7,441,0.032,0.968,counter
004873,counter,222.5,141.2,681,505.1,0.032,0.968,counter
