003592,dresser,341.9,189.4,576.9,368.2,0.098,0.902,dresser
003585,dresser,14.4,207.3,94.9,427.6,0.095,0.905,dresser
000011,dresser,4.8,110.2,142,446,0.092,0.908,dresser
000780,dresser,538,100.9,700.1,253.4,0.092,0.908,dresser
000732,dresser,511,146.1,695.4,394.8,0.092,0.908,dresser
002277,dresser,13.8,169.8,132.9,379.9,0.091,0.909,dresser
000769,dresser,125.5,94,251.9,193.7,0.088,0.912,dresser
001132,dresser,577.3,134.8,719.3,342.6,0.087,0.913,dresser
000785,dresser,87.4,71.4,132.7,195.9,0.078,0.922,dresser
002248,dresser,224.6,152.8,423.9,307.5,0.078,0.922,dresser
000033,dresser,200,123.2,319.9,277,0.076,0.924,dresser
002327,dresser,321.3,57.3,518.4,182.5,0.076,0.924,dresser
004029,dresser,491.4,233.2,590.1,440.2,0.075,0.925,dresser
003595,dresser,31.2,25.2,301.8,441,0.07,0.93,dresser
002701,dresser,144.8,62.2,481.9,425.9,0.069,0.931,dresser
000878,dresser,211.6,198.7,355.3,303.4,0.062,0.938,dresser
002249,dresser,435.9,119.5,553.8,202.9,0.058,0.942,dresser
000724,dresser,468.2,132.2,603,295.4,0.057,0.943,dresser
004028,dresser,13.3,116.9,149.4,295.5,0.057,0.943,dresser
002288,dresser,35.1,266.6,255.3,425,0.056,0.944,dresser
000045,dresser,1,216.8,161.9,391.2,0.055,0.945,dresser
002317,dresser,149.9,79.8,322.9,411.3,0.049,0.951,dresser
002382,dresser,9.6,185.2,228.1,427,0.048,0.952,dresser
000848,dresser,497.9,183.4,685.5,426.2,0.047,0.953,dresser
002378,dresser,518.4,156.4,559.8,280.2,0.047,0.953,dresser
003540,dresser,242.2,77.5,557.4,382.6,0.046,0.954,dresser
002072,dresser,401.2,99,561,427,0.042,0.958,dresser
003594,dresser,134.7,181.4,310.4,440.9,0.042,0.958,dresser
000876,dresser,1.8,221.7,72.9,421.1,0.039,0.961,dresser
000046,dresser,466.9,143.7,606.2,355.3,0.037,0.963,dresser
003591,dresser,23,226.1,298.2,439.1,0.036,0.964,dresser
002358,dresser,307.6,189.4,555.5,424.4,0.029,0.971,dresser
002376,dresser,393.1,174.5,513.2,425.6,0.027,0.973,dresser
000845,dresser,5.2,172.4,62.2,375.5,0.026,0.974,dresser
000025,dresser,471.3,185.7,718.9,387.6,0.023,0.977,dresser
000782,dresser,4.7,134.6,54.5,373.6,0.02,0.98,dresser
001930,dresser,14.5,207.5,287.1,424.1,0.018,0.982,dresser
000739,dresser,97.1,255.5,205.6,426,0.017,0.983,dresser
002370,dresser,92.6,154.1,508.6,399.7,0.017,0.983,dresser
000722,dresser,22.5,135.1,235.6,332.1,0.015,0.985,dresser
002308,dresser,441.5,106.3,553.9,236.6,0.012,0.988,dresser
001138,dresser,141.8,122.8,367.9,219.9,0.011,0.989,dresser
