000982,pillow,140.5,385.6,270.8,437.7,0.099,0.901,pillow
001972,pillow,100.5,178.4,304.4,239.4,0.098,0.902,pillow
000764,pillow,56,240.6,210.2,351.5,0.097,0.903,pillow
000017,pillow,309.3,199,404.2,217.3,0.096,0.904,pillow
003429,pillow,256.8,153.3,351.7,220.4,0.092,0.908,pillow
003968,pillow,7,385.9,73.3,441,0.091,0.909,pillow
004196,pillow,435.9,37.1,584.7,117.6,0.088,0.912,pillow
003992,pillow,345,237,574.8,360.7,0.087,0.913,pillow
004314,pillow,19.8,161,220.8,343.8,0.086,0.914,pillow
002256,pillow,500.9,55.7,550.4,129.3,0.08,0.92,pillow
000749,pillow,351.8,208.5,407.7,250.6,0.08,0.92,pillow
000754,pillow,329.9,188.8,379.9,247.7,0.079,0.921,pillow
000764,pillow,268.4,213.7,307.7,228.2,0.079,0.921,pillow
000211,pillow,694.1,239.7,728.4,416.4,0.079,0.921,pillow
000774,pillow,450.8,180.6,504.7,222.6,0.076,0.924,pillow
000034,pillow,253.3,185.4,506,267.9,0.075,0.925,pillow
000866,pillow,400.4,266.3,497.8,292.3,0.075,0.925,pillow
002321,pillow,263.8,152.9,300.9,181.5,0.075,0.925,pillow
000022,pillow,176,286.9,338.3,343,0.073,0.927,pillow
003432,pillow,396,186,481.8,216.5,0.071,0.929,pillow
003978,pillow,464,126.1,581.2,240.7,0.07,0.93,pillow
002276,pillow,136.4,216.7,249.3,288.9,0.069,0.931,pillow
000832,pillow,658.9,492.2,727.8,530,0.066,0.934,pillow
002278,pillow,3.7,199.5,130.7,304.3,0.066,0.934,pillow
000774,pillow,342.5,110.1,418.5,147.2,0.065,0.935,pillow
000037,pillow,189.4,167.6,414.9,223.8,0.064,0.936,pillow
002433,pillow,491.8,337.7,556.7,425.5,0.064,0.936,pillow
002051,pillow,7.3,272.3,102.7,426.4,0.063,0.937,pillow
002770,pillow,446.7,237.9,552.7,310,0.063,0.937,pillow
000145,pillow,299.4,269.9,492.7,452.2,0.061,0.939,pillow
001920,pillow,5,278.5,88.9,427,0.061,0.939,pillow
000979,pillow,257.9,436.4,356.2,523.6,0.059,0.941,pillow
000744,pillow,52.6,128.6,320.9,227.8,0.057,0.943,pillow
000859,pillow,125.1,293.4,222.9,316.9,0.055,0.945,pillow
003438,pillow,123.9,101,381.9,336.4,0.054,0.946,pillow
000922,pillow,447,286.7,704.3,374,0.052,0.948,pillow
000602,pillow,342.8,210.9,508.3,300.1,0.051,0.949,pillow
000845,pillow,135.2,178.2,336.4,273.7,0.051,0.949,pillow
002281,pillow,204.8,220.5,313.5,287.5,0.049,0.951,pillow
001112,pillow,588.7,217.6,722.1,322.9,0.048,0.952,pillow
002586,pillow,262.7,158.1,417.4,388.1,0.047,0.953,pillow
003459,pillow,542.2,248,586.5,265.6,0.047,0.953,pillow
003546,pillow,455.6,209.5,538.2,253.9,0.046,0.954,pillow
000857,pillow,157.3,293.8,295.5,376.5,0.046,0.954,pillow
003264,pillow,538.7,216.7,590.3,308.2,0.044,0.956,pillow
000078,pillow,377.9,39.8,500.1,150.3,0.043,0.957,pillow
000764,pillow,372.6,228.1,432,302,0.039,0.961,pillow
002312,pillow,140.4,157.2,274.9,226.1,0.038,0.962,pillow
003417,pillow,48.7,196.3,340.8,435.3,0.038,0.962,pillow
002433,pillow,162.3,158.3,228.7,205.7,0.037,0.963,pillow
002643,pillow,1.1,7.3,35.9,106,0.037,0.963,pillow
003409,pillow,9.6,265.7,154.1,335.5,0.035,0.965,pillow
000113,pillow,2.9,174,38.9,280.6,0.035,0.965,pillow
001651,pillow,575.5,317.7,715.7,507,0.034,0.966,pillow
000031,pillow,340.8,183.1,415.3,217.5,0.032,0.968,pillow
004176,pillow,445.5,336.1,587.4,439.2,0.03,0.97,pillow
003448,pillow,53.2,187,165.1,212,0.028,0.972,pillow
002669,pillow,416.5,247.8,559.7,401.2,0.028,0.972,pillow
002044,pillow,540.6,109.8,559.1,167.1,0.027,0.973,pillow
001117,pillow,34.3,209.3,290.7,356.2,0.026,0.974,pillow
000754,pillow,157.7,184.3,223.4,230.5,0.026,0.974,pillow
002450,pillow,241,141.8,272.7,152.1,0.026,0.974,pillow
001134,pillow,284.3,151.1,353.3,185.6,0.025,0.975,pillow
002259,pillow,1,96.4,59.6,171.9,0.024,0.976,pillow
000888,pillow,169.1,277.2,229.8,339.7,0.023,0.977,pillow
