003470,desk,154.4,221.7,531.3,441,0.099,0.901,desk
001470,desk,293.3,297,563.6,516.4,0.099,0.901,desk
001512,desk,473.7,191.4,730,348,0.099,0.901,desk
001680,desk,3.9,34.7,142,339.8,0.097,0.903,desk
001306,desk,458.8,204.1,700.1,512.2,0.096,0.904,desk
001474,desk,361.1,73.9,677.7,281.7,0.096,0.904,desk
003750,desk,151,300.4,445.4,440.8,0.096,0.904,desk
001293,desk,229.1,354.3,433.4,520.9,0.095,0.905,desk
001453,desk,220.3,49.8,399.9,307.2,0.093,0.907,desk
001332,desk,371.4,195.8,574.4,391.5,0.092,0.908,desk
002623,desk,1,158.6,319.7,416,0.091,0.909,desk
001470,desk,280.9,274.9,401.7,358.2,0.09,0.91,desk
001633,desk,644.7,285.9,729.7,423.5,0.089,0.911,desk
001464,desk,158.4,140.6,337.2,488.1,0.088,0.912,desk
003422,desk,17.9,155.2,285.5,239,0.087,0.913,desk
001327,desk,285.3,102.1,577,406.3,0.086,0.914,desk
001331,desk,40.3,295,465.2,468.5,0.086,0.914,desk
001459,desk,144.6,313.5,338.3,465.9,0.086,0.914,desk
004718,desk,261.6,91.6,588.4,450.1,0.084,0.916,desk
003296,desk,1,288.3,450.5,436.3,0.084,0.916,desk
000570,desk,180,87.2,509.7,433.8,0.083,0.917,desk
001704,desk,504.9,260.8,730,527,0.083,0.917,desk
001648,desk,53.1,211.4,231,518.4,0.082,0.918,desk
001461,desk,564,308,725,434.8,0.082,0.918,desk
001638,desk,505.7,48.7,709.7,516.9,0.081,0.919,desk
001638,desk,45.3,84,296.3,517.6,0.078,0.922,desk
002291,desk,1,238.2,116.9,425.1,0.077,0.923,desk
001284,desk,1,234,166.9,529.7,0.076,0.924,desk
001468,desk,577.4,97.9,723.3,365.2,0.076,0.924,desk
001329,desk,280.9,273.8,495.2,428,0.076,0.924,desk
003861,desk,190.3,171,591,441,0.075,0.925,desk
002062,desk,19.9,210.7,228,411.7,0.075,0.925,desk
004411,desk,188.1,131.5,537.4,441,0.075,0.925,desk
